Date and time;Alarm;Status
06/06/2022 19:31:20;Sensor #32 Low Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #31 Low Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #30 High Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #29 Low Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #28 Low Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #27 High Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #26 Low Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #24 High Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #23 High Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #21 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #20 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #19 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #18 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #17 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #16 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #15 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #14 Low Supercapacitor voltage;ON
06/06/2022 19:31:19;Sensor #13 Low Supercapacitor voltage;ON
06/06/2022 19:31:18;Sensor #12 Low Supercapacitor voltage;ON
06/06/2022 19:31:18;Sensor #11 Low Supercapacitor voltage;ON
06/06/2022 19:31:18;Sensor #10 Low Supercapacitor voltage;ON
06/06/2022 17:47:31;Sensor #30 test button pressed;OFF
06/06/2022 17:46:31;Sensor #30 test button pressed;ON
06/06/2022 17:46:31;Sensor #30 High Supercapacitor voltage;ON
06/06/2022 17:46:31;Sensor #29 Low Supercapacitor voltage;ON
06/06/2022 17:46:31;Sensor #28 Low Supercapacitor voltage;ON
06/06/2022 17:46:31;Sensor #27 High Supercapacitor voltage;ON
06/06/2022 17:46:31;Sensor #26 Low Supercapacitor voltage;ON
06/06/2022 17:46:31;Sensor #24 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #23 High Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #21 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #20 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #19 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #18 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #17 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #16 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #15 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #14 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #13 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #12 Low Supercapacitor voltage;ON
06/06/2022 17:46:30;Sensor #11 Low Supercapacitor voltage;ON
06/06/2022 17:46:29;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 21:51:16;Sensor #30 High Supercapacitor voltage;ON
05/06/2022 21:51:16;Sensor #29 Low Supercapacitor voltage;ON
05/06/2022 21:51:16;Sensor #28 Low Supercapacitor voltage;ON
05/06/2022 21:51:16;Sensor #27 High Supercapacitor voltage;ON
05/06/2022 21:51:16;Sensor #26 Low Supercapacitor voltage;ON
05/06/2022 21:51:16;Sensor #24 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #23 High Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #21 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #20 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #19 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #18 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #17 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #16 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #15 Low Supercapacitor voltage;ON
05/06/2022 21:51:15;Sensor #14 Low Supercapacitor voltage;ON
05/06/2022 21:51:14;Sensor #13 Low Supercapacitor voltage;ON
05/06/2022 21:51:14;Sensor #12 Low Supercapacitor voltage;ON
05/06/2022 21:51:14;Sensor #11 Low Supercapacitor voltage;ON
05/06/2022 21:51:14;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 21:41:22;Sensor #25 Low Supercapacitor voltage;OFF
05/06/2022 21:38:18;Sensor #25 test button pressed;OFF
05/06/2022 21:38:17;Sensor #21 test button pressed;OFF
05/06/2022 21:38:17;Sensor #19 test button pressed;OFF
05/06/2022 21:38:17;Sensor #15 test button pressed;OFF
05/06/2022 21:37:16;Sensor #25 test button pressed;ON
05/06/2022 21:37:15;Sensor #21 test button pressed;ON
05/06/2022 21:37:15;Sensor #19 test button pressed;ON
05/06/2022 21:37:15;Sensor #15 test button pressed;ON
05/06/2022 21:36:14;Sensor #22 Low Supercapacitor voltage;OFF
05/06/2022 21:28:03;Sensor #30 High Supercapacitor voltage;ON
05/06/2022 21:28:03;Sensor #29 Low Supercapacitor voltage;ON
05/06/2022 21:28:03;Sensor #28 Low Supercapacitor voltage;ON
05/06/2022 21:28:03;Sensor #27 High Supercapacitor voltage;ON
05/06/2022 21:28:03;Sensor #26 Low Supercapacitor voltage;ON
05/06/2022 21:28:03;Sensor #25 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #24 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #23 High Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #22 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #21 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #20 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #19 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #18 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #17 Low Supercapacitor voltage;ON
05/06/2022 21:28:02;Sensor #16 Low Supercapacitor voltage;ON
05/06/2022 21:28:01;Sensor #15 Low Supercapacitor voltage;ON
05/06/2022 21:28:01;Sensor #14 Low Supercapacitor voltage;ON
05/06/2022 21:28:01;Sensor #13 Low Supercapacitor voltage;ON
05/06/2022 21:28:01;Sensor #12 Low Supercapacitor voltage;ON
05/06/2022 21:28:01;Sensor #11 Low Supercapacitor voltage;ON
05/06/2022 21:28:01;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 21:19:53;Sensor #30 Low Supercapacitor voltage;OFF
05/06/2022 21:19:53;Sensor #30 High Supercapacitor voltage;ON
05/06/2022 21:19:53;Sensor #30 Low Supercapacitor voltage;ON
05/06/2022 21:19:53;Sensor #29 Low Supercapacitor voltage;ON
05/06/2022 21:19:53;Sensor #28 Low Supercapacitor voltage;ON
05/06/2022 21:19:53;Sensor #27 High Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #26 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #25 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #24 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #23 High Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #22 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #21 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #20 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #19 Low Supercapacitor voltage;ON
05/06/2022 21:19:52;Sensor #18 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #17 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #16 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #15 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #14 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #13 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #12 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #11 Low Supercapacitor voltage;ON
05/06/2022 21:19:51;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 21:17:49;Last sensor or Gateway Communication error;OFF
05/06/2022 21:15:34;Last sensor or Gateway Communication error;ON
05/06/2022 20:58:13;Last sensor or Gateway Communication error;OFF
05/06/2022 20:57:12;Last sensor or Gateway Communication error;ON
05/06/2022 20:54:03;Sensor #16 test button pressed;OFF
05/06/2022 20:53:02;Sensor #16 test button pressed;ON
05/06/2022 20:48:19;Sensor #20 Low Supercapacitor voltage;ON
05/06/2022 20:48:19;Sensor #19 Low Supercapacitor voltage;ON
05/06/2022 20:48:19;Sensor #18 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #17 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #16 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #15 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #14 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #13 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #12 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #11 Low Supercapacitor voltage;ON
05/06/2022 20:48:18;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 20:26:12;Sensor #10 test button pressed;OFF
05/06/2022 20:26:11;Sensor #6 test button pressed;ON
05/06/2022 20:26:11;Sensor #3 test button pressed;ON
05/06/2022 20:26:11;Sensor #1 test button pressed;OFF
05/06/2022 20:25:11;Sensor #10 test button pressed;ON
05/06/2022 20:25:10;Sensor #2 test button pressed;OFF
05/06/2022 20:25:10;Sensor #1 test button pressed;ON
05/06/2022 20:24:10;Sensor #2 test button pressed;ON
05/06/2022 19:52:57;Sensor #6 test button pressed;OFF
05/06/2022 19:51:56;Sensor #6 test button pressed;ON
05/06/2022 15:57:14;Sensor #8 test button pressed;OFF
05/06/2022 15:56:14;Sensor #8 test button pressed;ON
05/06/2022 15:53:12;Sensor #10 High Supercapacitor voltage;ON
05/06/2022 14:49:39;Last sensor or Gateway Communication error;ON
05/06/2022 14:46:30;Sensor #10 Low Supercapacitor voltage;OFF
05/06/2022 14:45:31;Sensor #8 Low Supercapacitor voltage;OFF
05/06/2022 14:44:31;Sensor #9 Low Supercapacitor voltage;OFF
05/06/2022 14:44:31;Sensor #8 Low Supercapacitor voltage;ON
05/06/2022 14:43:41;Sensor #7 Low Supercapacitor voltage;OFF
05/06/2022 14:42:41;Sensor #6 Low Supercapacitor voltage;OFF
05/06/2022 14:41:42;Sensor #5 Low Supercapacitor voltage;OFF
05/06/2022 14:40:42;Sensor #4 Low Supercapacitor voltage;OFF
05/06/2022 14:39:42;Sensor #3 Low Supercapacitor voltage;OFF
05/06/2022 14:38:43;Sensor #2 Low Supercapacitor voltage;OFF
05/06/2022 14:37:44;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 14:37:44;Sensor #9 Low Supercapacitor voltage;ON
05/06/2022 14:37:44;Sensor #7 Low Supercapacitor voltage;ON
05/06/2022 14:37:44;Sensor #6 Low Supercapacitor voltage;ON
05/06/2022 14:37:44;Sensor #5 Low Supercapacitor voltage;ON
05/06/2022 14:37:44;Sensor #4 Low Supercapacitor voltage;ON
05/06/2022 14:37:43;Sensor #3 Low Supercapacitor voltage;ON
05/06/2022 14:37:43;Sensor #2 Low Supercapacitor voltage;ON
05/06/2022 14:37:43;Sensor #1 Low Supercapacitor voltage;OFF
05/06/2022 14:37:43;Sensor #1 Low Supercapacitor voltage;ON
05/06/2022 14:22:11;Sensor #7 test button pressed;ON
05/06/2022 14:22:11;Sensor #5 test button pressed;OFF
05/06/2022 14:20:12;Sensor #5 test button pressed;ON
05/06/2022 14:19:13;Sensor #9 Low Supercapacitor voltage;ON
05/06/2022 14:19:13;Sensor #8 Low Supercapacitor voltage;OFF
05/06/2022 14:18:05;Sensor #10 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #10 High Supercapacitor voltage;OFF
05/06/2022 14:18:05;Sensor #10 High Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #9 Low Supercapacitor voltage;OFF
05/06/2022 14:18:05;Sensor #9 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #8 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #7 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #6 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #5 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #4 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #3 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #2 Low Supercapacitor voltage;ON
05/06/2022 14:18:05;Sensor #1 Low Supercapacitor voltage;ON
03/06/2022 22:42:18;Sensor #3 module error;ON
03/06/2022 22:42:18;Sensor #2 module error;ON
03/06/2022 22:42:18;Sensor #1 module error;ON
03/06/2022 22:30:20;Sensor #4 Low Supercapacitor voltage;ON
03/06/2022 19:31:46;Sensor #1 Low Supercapacitor voltage;ON
03/06/2022 19:30:47;Sensor #1 Low Supercapacitor voltage;OFF
03/06/2022 19:29:47;Sensor #1 Low Supercapacitor voltage;ON
03/06/2022 18:38:12;Sensor #5 module error;ON
03/06/2022 18:38:12;Sensor #3 Low Supercapacitor voltage;ON
03/06/2022 18:38:12;Sensor #2 Low Supercapacitor voltage;ON
03/06/2022 18:29:28;Last sensor or Gateway Communication error;ON
03/06/2022 14:00:25;Sensor #4 Low Supercapacitor voltage;ON
03/06/2022 12:19:14;Sensor #2 Low Supercapacitor voltage;ON
02/06/2022 18:51:39;Sensor #5 module error;ON
02/06/2022 18:51:39;Sensor #3 Low Supercapacitor voltage;ON
02/06/2022 10:29:23;Sensor #5 module error;ON
02/06/2022 07:58:30;Sensor #1 Low Supercapacitor voltage;ON
02/06/2022 07:57:30;Sensor #1 Low Supercapacitor voltage;OFF
02/06/2022 07:56:31;Sensor #1 Low Supercapacitor voltage;ON
02/06/2022 06:30:19;Sensor #2 Low Supercapacitor voltage;ON
02/06/2022 06:25:22;Sensor #3 Low Supercapacitor voltage;ON
02/06/2022 06:24:22;Sensor #3 Low Supercapacitor voltage;OFF
02/06/2022 06:23:23;Sensor #3 Low Supercapacitor voltage;ON
02/06/2022 05:51:40;Sensor #4 Low Supercapacitor voltage;ON
02/06/2022 00:23:40;Sensor #5 module error;ON
02/06/2022 00:14:02;Sensor #5 module error;ON
01/06/2022 23:56:44;Sensor #5 module error;ON
01/06/2022 23:56:43;Last sensor or Gateway Communication error;OFF
01/06/2022 23:55:21;Last sensor or Gateway Communication error;ON
31/05/2022 11:45:34;Sensor #5 module error;ON
31/05/2022 11:18:23;Sensor #5 module error;ON
31/05/2022 08:25:39;Last sensor or Gateway Communication error;ON
31/05/2022 04:38:01;Sensor #4 Low Supercapacitor voltage;ON
31/05/2022 04:20:13;Sensor #2 Low Supercapacitor voltage;ON
31/05/2022 00:05:08;Sensor #3 module error;OFF
31/05/2022 00:05:08;Sensor #2 module error;OFF
31/05/2022 00:05:08;Sensor #1 module error;OFF
31/05/2022 00:02:45;Sensor #5 module error;ON
31/05/2022 00:02:45;Sensor #3 module error;ON
31/05/2022 00:02:45;Sensor #2 module error;ON
31/05/2022 00:02:45;Sensor #1 module error;ON
30/05/2022 20:08:47;Last sensor or Gateway Communication error;ON
30/05/2022 19:20:04;Sensor #3 module error;ON
30/05/2022 19:20:03;Sensor #3 Low Supercapacitor voltage;ON
30/05/2022 19:20:03;Sensor #2 module error;ON
30/05/2022 19:20:03;Sensor #1 module error;ON
30/05/2022 19:20:03;Sensor #1 Low Supercapacitor voltage;ON
30/05/2022 15:44:56;Sensor #4 Low Supercapacitor voltage;ON
30/05/2022 14:40:31;Sensor #2 Low Supercapacitor voltage;ON
30/05/2022 11:58:59;Sensor #5 module error;ON
30/05/2022 10:34:44;Sensor #5 module error;ON
30/05/2022 10:30:34;Last sensor or Gateway Communication error;ON
29/05/2022 23:42:24;Sensor #2 test button pressed;OFF
29/05/2022 23:40:25;Sensor #2 test button pressed;ON
29/05/2022 22:54:49;Sensor #4 test button pressed;OFF
29/05/2022 22:53:50;Sensor #4 test button pressed;ON
29/05/2022 22:48:52;Sensor #4 module error;OFF
29/05/2022 22:25:05;Sensor #1 test button pressed;OFF
29/05/2022 22:24:05;Sensor #3 test button pressed;OFF
29/05/2022 22:24:05;Sensor #1 test button pressed;ON
29/05/2022 22:23:06;Sensor #3 test button pressed;ON
29/05/2022 22:23:06;Sensor #2 test button pressed;OFF
29/05/2022 22:22:06;Sensor #2 test button pressed;ON
29/05/2022 22:20:08;Sensor #4 module error;ON
26/05/2022 23:22:43;Sensor #2 Low Temp;OFF
26/05/2022 23:22:43;Sensor #2 Low Temp;ON
26/05/2022 23:22:43;Sensor #2 High Temp;OFF
26/05/2022 23:22:43;Sensor #2 Low Supercapacitor voltage;OFF
26/05/2022 23:22:43;Sensor #2 module error;OFF
26/05/2022 23:22:43;Sensor #1 Low Temp;OFF
26/05/2022 23:22:43;Sensor #1 Low Temp;ON
26/05/2022 23:22:43;Sensor #1 Low Supercapacitor voltage;OFF
26/05/2022 23:22:43;Sensor #1 module error;OFF
26/05/2022 23:15:04;Sensor #2 module error;ON
26/05/2022 23:15:04;Sensor #2 Low Supercapacitor voltage;ON
26/05/2022 23:15:04;Sensor #1 module error;ON
26/05/2022 23:15:04;Sensor #1 Low Supercapacitor voltage;ON
26/05/2022 23:11:09;Sensor #2 High Temp;ON
26/05/2022 23:11:09;Sensor #2 High Temp;OFF
26/05/2022 23:10:59;Sensor #2 High Temp;ON
26/05/2022 23:09:37;Sensor #4 module error;ON
26/05/2022 23:02:47;Sensor #2 module error;ON
26/05/2022 23:02:47;Sensor #2 Low Supercapacitor voltage;ON
26/05/2022 23:02:47;Sensor #1 module error;ON
26/05/2022 23:02:47;Sensor #1 Low Supercapacitor voltage;ON
26/05/2022 22:46:56;Sensor #2 Low Soil Hum;OFF
26/05/2022 22:46:35;Sensor #2 Low Soil Hum;ON
26/05/2022 22:46:15;Sensor #2 High Soil Hum;OFF
26/05/2022 22:46:15;Sensor #2 High Soil Hum;ON
26/05/2022 22:45:55;Sensor #2 High Soil Hum;OFF
26/05/2022 22:45:34;Sensor #2 High Soil Hum;ON
26/05/2022 22:42:50;Sensor #2 High Soil Hum;OFF
26/05/2022 22:42:09;Sensor #2 High Soil Hum;ON
26/05/2022 22:41:08;Sensor #2 High Soil Hum;OFF
26/05/2022 22:40:47;Sensor #2 High Soil Hum;ON
26/05/2022 22:40:47;Sensor #2 Low Soil Hum;OFF
26/05/2022 22:38:44;Sensor #2 Low Soil Hum;ON
26/05/2022 22:38:24;Sensor #2 Low Soil Hum;OFF
26/05/2022 22:37:02;Sensor #2 Low Soil Hum;ON
26/05/2022 22:36:51;Sensor #2 High Hum;OFF
26/05/2022 22:36:51;Sensor #2 High Temp;OFF
26/05/2022 22:36:51;Sensor #2 Low Supercapacitor voltage;OFF
26/05/2022 22:36:51;Sensor #2 module error;OFF
26/05/2022 22:36:51;Sensor #1 Low Temp;OFF
26/05/2022 22:36:51;Sensor #1 Low Temp;ON
26/05/2022 22:36:51;Sensor #1 Low Supercapacitor voltage;OFF
26/05/2022 22:36:51;Sensor #1 module error;OFF
26/05/2022 22:31:55;Sensor #2 module error;ON
26/05/2022 22:31:55;Sensor #2 Low Supercapacitor voltage;ON
26/05/2022 22:31:55;Sensor #1 module error;ON
26/05/2022 22:31:55;Sensor #1 Low Supercapacitor voltage;ON
26/05/2022 22:26:38;Sensor #2 High Hum;ON
26/05/2022 22:26:08;Sensor #2 High Distance;ON
26/05/2022 22:26:08;Sensor #2 Low Distance;OFF
26/05/2022 22:26:08;Sensor #2 Low Distance;ON
26/05/2022 22:26:08;Sensor #2 Low Supercapacitor voltage;OFF
26/05/2022 22:26:08;Sensor #2 module error;OFF
26/05/2022 22:26:08;Sensor #1 Low Temp;OFF
26/05/2022 22:26:08;Sensor #1 Low Temp;ON
26/05/2022 22:26:08;Sensor #1 Low Supercapacitor voltage;OFF
26/05/2022 22:26:08;Sensor #1 module error;OFF
26/05/2022 22:13:42;Sensor #2 module error;ON
26/05/2022 22:13:42;Sensor #2 Low Supercapacitor voltage;ON
26/05/2022 22:13:41;Sensor #1 module error;ON
26/05/2022 22:13:41;Sensor #1 Low Supercapacitor voltage;ON
26/05/2022 22:04:19;Sensor #2 test button pressed;OFF
26/05/2022 22:03:59;Sensor #2 test button pressed;ON
26/05/2022 22:03:38;Sensor #3 test button pressed;OFF
26/05/2022 22:03:18;Sensor #3 test button pressed;ON
26/05/2022 21:59:42;Last sensor or Gateway Communication error;OFF
26/05/2022 21:59:32;Sensor #1 High Temp;OFF
26/05/2022 21:59:32;Sensor #1 High Temp;ON
26/05/2022 21:56:05;Last sensor or Gateway Communication error;ON
26/05/2022 21:53:46;Sensor #2 Low Distance;OFF
26/05/2022 21:53:25;Sensor #2 Low Distance;ON
26/05/2022 21:51:54;Sensor #2 Low Distance;OFF
26/05/2022 21:51:54;Sensor #2 Low Supercapacitor voltage;OFF
26/05/2022 21:51:54;Sensor #2 module error;OFF
26/05/2022 21:51:53;Sensor #1 Low Temp;OFF
26/05/2022 21:51:53;Sensor #1 Low Temp;ON
26/05/2022 21:51:53;Sensor #1 Low Supercapacitor voltage;OFF
26/05/2022 21:51:53;Sensor #1 module error;OFF
26/05/2022 21:36:58;Sensor #2 module error;ON
26/05/2022 21:36:58;Sensor #2 Low Supercapacitor voltage;ON
26/05/2022 21:36:58;Sensor #1 module error;ON
26/05/2022 21:36:58;Sensor #1 Low Supercapacitor voltage;ON
26/05/2022 21:34:36;Sensor #2 Low Distance;ON
26/05/2022 21:06:24;Sensor #2 test button pressed;OFF
26/05/2022 21:05:45;Sensor #2 test button pressed;ON
26/05/2022 21:04:25;Sensor #2 Low Supercapacitor voltage;OFF
26/05/2022 21:04:25;Sensor #2 module error;OFF
26/05/2022 21:04:25;Sensor #1 Low Supercapacitor voltage;OFF
26/05/2022 21:04:25;Sensor #1 module error;OFF
26/05/2022 20:58:00;Sensor #2 module error;ON
26/05/2022 20:58:00;Sensor #2 Low Supercapacitor voltage;ON
26/05/2022 20:55:28;Sensor #2 test button pressed;OFF
26/05/2022 20:54:58;Sensor #2 test button pressed;ON
26/05/2022 20:51:59;Last sensor or Gateway Communication error;OFF
26/05/2022 20:31:26;Last sensor or Gateway Communication error;ON
26/05/2022 20:10:48;Sensor #1 module error;ON
26/05/2022 20:10:48;Sensor #1 Low Supercapacitor voltage;ON
26/05/2022 20:00:49;Sensor #2 test button pressed;OFF
26/05/2022 20:00:09;Sensor #2 test button pressed;ON
26/05/2022 19:52:52;Sensor #2 test button pressed;OFF
26/05/2022 19:52:13;Sensor #2 test button pressed;ON
26/05/2022 19:51:33;Sensor #4 module error;ON
26/05/2022 19:48:16;Sensor #1 High Soil Hum;ON
26/05/2022 19:43:45;Sensor #2 test button pressed;OFF
26/05/2022 19:43:15;Sensor #2 test button pressed;ON
26/05/2022 19:42:45;Sensor #3 Low Distance;OFF
26/05/2022 19:42:15;Sensor #3 Low Distance;ON
26/05/2022 19:42:15;Sensor #2 test button pressed;OFF
26/05/2022 19:40:45;Sensor #2 test button pressed;ON
26/05/2022 19:38:46;Sensor #4 module error;ON
08/05/2022 15:03:03;Sensor #3 IR is TRUE;ON
08/05/2022 15:03:03;Sensor #2 Low Soil Hum;OFF
08/05/2022 15:02:33;Sensor #2 Low Soil Hum;ON
08/05/2022 14:45:34;Sensor #3 IR is TRUE;ON
08/05/2022 14:45:34;Sensor #2 Low Soil Hum;ON
08/05/2022 14:45:04;Sensor #3 IR is TRUE;OFF
08/05/2022 14:44:35;Sensor #4 Low Distance;OFF
08/05/2022 14:44:34;Sensor #3 IR is TRUE;ON
08/05/2022 14:44:04;Sensor #4 Low Distance;ON
23/04/2022 17:49:56;Sensor #2 test button pressed;OFF
23/04/2022 17:49:26;Sensor #2 test button pressed;ON
23/04/2022 17:48:56;Sensor #4 test button pressed;OFF
23/04/2022 17:48:26;Sensor #4 test button pressed;ON
23/04/2022 17:45:56;Sensor #1 Low Supercapacitor voltage;OFF
23/04/2022 17:44:51;Sensor #1 Low Supercapacitor voltage;ON
23/04/2022 17:43:07;Sensor #3 IR is TRUE;OFF
23/04/2022 17:42:37;Sensor #3 IR is TRUE;ON
23/04/2022 17:37:54;Sensor #4 High Supercapacitor voltage;OFF
23/04/2022 17:37:24;Sensor #4 Low Distance;OFF
23/04/2022 17:37:13;Sensor #4 Low Distance;ON
23/04/2022 17:35:20;Sensor #2 Low Soil Hum;OFF
23/04/2022 17:35:10;Sensor #2 Low Soil Hum;ON
23/04/2022 17:35:00;Sensor #4 High Supercapacitor voltage;ON
23/04/2022 17:02:08;Sensor #4 Low Distance;OFF
23/04/2022 17:01:48;Sensor #4 Low Distance;ON
23/04/2022 17:00:46;Sensor #4 High Supercapacitor voltage;ON
23/04/2022 17:00:45;Sensor #2 High Soil Hum;ON
22/04/2022 09:48:44;Sensor #3 IR is TRUE;OFF
22/04/2022 09:48:04;Sensor #3 IR is TRUE;ON
20/04/2022 12:07:27;Sensor #2 test button pressed;OFF
20/04/2022 12:06:47;Sensor #2 test button pressed;ON
20/04/2022 12:05:28;Sensor #4 Low Distance;OFF
20/04/2022 12:05:28;Sensor #3 test button pressed;OFF
20/04/2022 12:05:28;Sensor #2 test button pressed;OFF
20/04/2022 12:04:48;Sensor #4 Low Distance;ON
20/04/2022 12:04:48;Sensor #3 test button pressed;ON
20/04/2022 12:04:48;Sensor #2 test button pressed;ON
20/04/2022 11:58:50;Sensor #4 Low Distance;ON
20/04/2022 11:58:49;Sensor #3 IR is TRUE;ON
20/04/2022 11:46:53;Sensor #4 test button pressed;OFF
20/04/2022 11:46:53;Sensor #2 test button pressed;OFF
20/04/2022 11:46:52;Sensor #1 test button pressed;OFF
20/04/2022 11:45:33;Sensor #4 test button pressed;ON
20/04/2022 11:45:33;Sensor #2 test button pressed;ON
20/04/2022 11:45:33;Sensor #1 test button pressed;ON
20/04/2022 10:52:29;Sensor #4 Low Distance;ON
20/04/2022 10:52:29;Sensor #4 test button pressed;ON
20/04/2022 10:52:29;Sensor #3 IR is TRUE;ON
