Date and time;S.1 Cap Volt;S.1 Val1;S.1 Val2;S.1 Val3;S.2 Cap Volt;S.2 Val1;S.2 Val2;S.2 Val3;S.3 Cap Volt;S.3 Val1;S.3 Val2;S.3 Val3;S.4 Cap Volt;S.4 Val1;S.4 Val2;S.4 Val3
26/05/2022 19:38:16;2650;17;0;0;2475;0;0;0;2675;34;0;0
26/05/2022 19:38:46;2650;15;0;0;2475;0;0;0;2675;34;0;0
26/05/2022 19:39:16;2650;15;0;0;2475;0;0;0;2675;43;0;0
26/05/2022 19:40:15;2650;15;0;0;2475;0;0;0;2675;23;0;0
26/05/2022 19:40:45;2650;15;0;0;2450;0;0;0;2675;62;0;0
26/05/2022 19:42:15;2650;16;0;0;2425;0;0;0;2675;10;0;0
26/05/2022 19:42:45;2650;16;0;0;2425;0;0;0;2675;15;0;0
26/05/2022 19:43:15;2650;16;0;0;2425;0;0;0;2675;37;0;0
26/05/2022 19:43:45;2650;16;0;0;2425;0;0;0;2675;22;0;0
26/05/2022 19:44:15;2650;16;0;0;2425;0;0;0;2675;30;0;0
26/05/2022 19:44:45;2650;16;0;0;2425;0;0;0;2675;29;0;0
26/05/2022 19:45:15;2650;15;0;0;2425;0;0;0;2675;29;0;0
26/05/2022 19:45:45;2650;16;0;0;2425;0;0;0;2675;29;0;0
26/05/2022 19:46:15;2650;16;0;0;2425;0;0;0;2675;24;0;0
26/05/2022 19:46:45;2650;18;0;0;2425;0;0;0;2675;34;0;0
26/05/2022 19:48:16;2650;100;0;0;2425;0;0;0;2675;25;0;0
26/05/2022 19:48:54;2650;100;0;0;2400;0;0;0;2675;25;0;0
26/05/2022 19:49:34;2650;100;0;0;2400;0;0;0;2675;33;0;0
26/05/2022 19:50:14;2650;100;0;0;2400;0;0;0;2675;34;0;0
26/05/2022 19:50:53;2650;0;0;0;2400;0;0;0;2675;33;0;0
26/05/2022 19:51:33;2650;0;0;0;2400;0;0;0;2675;89;0;0
26/05/2022 19:52:13;2650;0;0;0;2400;0;0;0;2675;29;0;0
26/05/2022 19:52:53;2650;0;0;0;2400;0;0;0;2675;48;0;0
26/05/2022 19:53:32;2650;0;0;0;2400;0;0;0;2675;30;0;0
26/05/2022 19:54:12;2650;0;0;0;2400;0;0;0;2675;51;0;0
26/05/2022 19:54:52;2650;0;0;0;2400;0;0;0;2675;71;0;0
26/05/2022 19:56:11;2650;0;0;0;2375;0;0;0;2675;84;0;0
26/05/2022 19:56:50;2650;0;0;0;2375;0;0;0;2675;28;0;0
26/05/2022 19:57:30;2650;0;0;0;2375;0;0;0;2675;29;0;0
26/05/2022 19:58:10;2650;0;0;0;2375;0;0;0;2675;31;0;0
26/05/2022 19:58:50;2650;0;0;0;2375;0;0;0;2675;27;0;0
26/05/2022 19:59:30;2650;0;0;0;2375;0;0;0;2675;33;0;0
26/05/2022 20:00:09;2650;0;0;0;2350;0;0;0;2675;30;0;0
26/05/2022 20:00:49;2650;0;0;0;2350;0;0;0;2675;25;0;0
26/05/2022 20:08:07;2650;0;0;0;2350;0;0;0;2650;37;0;0
26/05/2022 20:10:48;1500;0;0;0;2350;0;0;0;2650;130;0;0
26/05/2022 20:11:17;1500;0;0;0;2275;0;0;0;2675;133;0;0
26/05/2022 20:11:47;1500;0;0;0;2275;0;0;0;2675;119;0;0
26/05/2022 20:12:17;1500;0;0;0;2275;0;0;0;2675;119;0;0
26/05/2022 20:12:46;1500;0;0;0;2275;0;0;0;2675;119;0;0
26/05/2022 20:13:16;1500;0;0;0;2275;0;0;0;2675;121;0;0
26/05/2022 20:13:46;1500;0;0;0;2275;0;0;0;2675;121;0;0
26/05/2022 20:14:16;1500;0;0;0;2275;0;0;0;2675;80;0;0
26/05/2022 20:14:46;1500;0;0;0;2275;0;0;0;2675;119;0;0
26/05/2022 20:15:16;1500;0;0;0;2275;0;0;0;2675;132;0;0
26/05/2022 20:15:46;1500;0;0;0;2275;0;0;0;2675;132;0;0
26/05/2022 20:16:16;1500;0;0;0;2275;0;0;0;2675;121;0;0
26/05/2022 20:16:46;1500;0;0;0;2275;0;0;0;2675;133;0;0
26/05/2022 20:17:16;1500;0;0;0;2275;0;0;0;2650;133;0;0
26/05/2022 20:17:46;1500;0;0;0;2275;0;0;0;2675;132;0;0
26/05/2022 20:18:16;1500;0;0;0;2275;0;0;0;2675;133;0;0
26/05/2022 20:18:46;1500;0;0;0;2275;0;0;0;2675;132;0;0
