Date and time;S.1 Cap Volt;S.1 Val1;S.1 Val2;S.1 Val3;S.2 Cap Volt;S.2 Val1;S.2 Val2;S.2 Val3
24/06/2022 10:44:35;1600;0;0;false;2725;30;0;0;2700;100;0;0;2075;26,5;0;0
24/06/2022 10:45:06;1600;0;0;false;2725;30;0;0;2700;100;0;0;2075;26,5;0;0
24/06/2022 10:45:37;1600;0;0;false;2725;30;0;0;2700;100;0;0;2100;26,5;0;0
24/06/2022 10:46:07;1600;0;0;false;2725;30;0;0;2725;100;0;0;2125;26,6;0;0
24/06/2022 10:46:37;1600;0;0;false;2725;30;0;0;2725;100;0;0;2150;26,5;0;0
24/06/2022 10:47:38;2725;27;64;false;2700;30;0;0;2725;100;0;0;2150;26,6;0;0
24/06/2022 10:48:09;2725;27;64;false;2700;30;0;0;2700;100;0;0;2175;26,6;0;0
24/06/2022 10:48:40;2725;27;64;false;2700;30;0;0;2725;100;0;0;2175;26,6;0;0
24/06/2022 10:49:10;2725;27;64;false;2700;29;0;0;2725;100;0;0;2200;26,6;0;0
24/06/2022 10:49:41;2725;27;64;false;2700;30;0;0;2725;100;0;0;2200;26,6;0;0
24/06/2022 10:50:11;2725;27;64;false;2700;30;0;0;2725;100;0;0;2225;26,6;0;0
24/06/2022 10:50:42;2725;27;64;false;2700;30;0;0;2725;100;0;0;2250;26,6;0;0
24/06/2022 10:51:13;2725;27;64;false;2700;30;0;0;2725;100;0;0;2250;26,6;0;0
24/06/2022 10:51:43;2725;27;64;false;2700;30;0;0;2725;100;0;0;2275;26,6;0;0
24/06/2022 10:52:14;2725;27;64;false;2700;30;0;0;2725;100;0;0;2275;26,6;0;0
24/06/2022 10:52:44;2725;27;64;false;2700;30;0;0;2725;100;0;0;2300;26,6;0;0
24/06/2022 10:53:15;2725;27;64;false;2700;30;0;0;2725;100;0;0;2300;26,6;0;0
24/06/2022 10:53:46;2725;27;64;false;2700;30;0;0;2725;100;0;0;2325;26,6;0;0
24/06/2022 10:54:16;2725;27;64;false;2700;30;0;0;2725;100;0;0;2350;26,6;0;0
24/06/2022 10:54:47;2725;27;64;false;2700;30;0;0;2725;100;0;0;2350;26,6;0;0
24/06/2022 10:55:17;2725;27;64;false;2700;30;0;0;2725;100;0;0;2375;26,6;0;0
24/06/2022 10:55:48;2725;27;64;false;2700;30;0;0;2725;100;0;0;2375;26,6;0;0
24/06/2022 10:56:18;2725;27;64;false;2700;30;0;0;2725;100;0;0;2400;26,6;0;0
24/06/2022 10:56:49;2725;27;63;false;2700;30;0;0;2750;100;0;0;2400;26,6;0;0
24/06/2022 10:57:20;2725;27;62;false;2700;30;0;0;2750;100;0;0;2425;26,6;0;0
24/06/2022 10:57:50;2725;27;63;false;2700;30;0;0;2750;100;0;0;2425;26,6;0;0
24/06/2022 10:58:21;2725;27;63;false;2700;30;0;0;2750;100;0;0;2450;26,6;0;0
24/06/2022 10:58:51;2725;27;63;false;2700;30;0;0;2750;100;0;0;2450;26,6;0;0
24/06/2022 10:59:22;2750;27;63;false;2700;30;0;0;2750;100;0;0;2475;26,6;0;0
24/06/2022 10:59:53;2750;27;63;false;2700;30;0;0;2750;100;0;0;2475;26,6;0;0
24/06/2022 11:00:23;2750;27;63;false;2700;30;0;0;2750;100;0;0;2500;26,6;0;0
24/06/2022 11:00:54;2750;27;63;false;2700;30;0;0;2750;100;0;0;2500;26,6;0;0
24/06/2022 11:01:24;2750;27;63;false;2700;30;0;0;2750;100;0;0;2525;26,6;0;0
24/06/2022 11:01:55;2750;27;63;false;2700;30;0;0;2750;100;0;0;2525;26,6;0;0
24/06/2022 11:02:25;2750;27;63;false;2700;30;0;0;2750;100;0;0;2525;26,6;0;0
24/06/2022 11:02:56;2750;27;63;false;2700;30;0;0;2750;100;0;0;2550;26,6;0;0
24/06/2022 11:03:27;2750;27;63;false;2700;30;0;0;2750;100;0;0;2550;26,6;0;0
24/06/2022 11:03:57;2750;27;63;false;2700;30;0;0;2750;100;0;0;2575;26,6;0;0
24/06/2022 11:04:28;2750;27;63;false;2700;30;0;0;2750;100;0;0;2575;26,6;0;0
24/06/2022 11:04:58;2750;27;63;false;2700;30;0;0;2750;100;0;0;2600;26,6;0;0
24/06/2022 11:05:29;2750;27;64;false;2700;30;0;0;2750;100;0;0;2600;26,6;0;0
24/06/2022 11:06:00;2750;27;64;false;2700;30;0;0;2750;100;0;0;2600;26,6;0;0
