Date and time;S.1 Cap Volt;S.1 Val1;S.1 Val2;S.1 Val3;S.2 Cap Volt;S.2 Val1;S.2 Val2;S.2 Val3;S.3 Cap Volt;S.3 Val1;S.3 Val2;S.3 Val3;S.4 Cap Volt;S.4 Val1;S.4 Val2;S.4 Val3
05/06/2022 14:17:06;1650;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1775;0;0;0;1725;0;0;0;1725;0;0;0;1725;0;0;0;1850;0;0;0;3000;0;0;0
05/06/2022 14:18:05;1650;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1775;0;0;0;1725;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0
05/06/2022 14:19:13;1650;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1775;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:20:12;1650;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1775;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:22:11;1650;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1775;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:36:45;1650;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1800;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:37:44;2225;0;0;0;1675;0;0;0;1725;0;0;0;1700;0;0;0;1800;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:38:44;2225;0;0;0;2500;0;0;0;1725;0;0;0;1700;0;0;0;1800;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:39:43;2225;0;0;0;2500;0;0;0;2725;0;0;0;1700;0;0;0;1800;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:40:43;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;1800;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:41:42;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2325;0;0;0;1725;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:42:41;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;1725;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:43:41;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2225;0;0;0;2275;0;0;0;1500;0;0;0;1725;0;0;0
05/06/2022 14:44:31;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2225;0;0;0;1625;0;0;0;2275;0;0;0;1500;0;0;0
05/06/2022 14:45:31;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2225;0;0;0;2500;0;0;0;2275;0;0;0;1500;0;0;0
05/06/2022 14:46:30;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2225;0;0;0;2500;0;0;0;2275;0;0;0;2425;0;0;0
05/06/2022 15:47:41;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2225;0;0;0;2500;0;0;0;2275;0;0;0;3000;0;0;0
05/06/2022 15:52:12;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2200;0;0;0;2500;0;0;0;2275;0;0;0;3000;0;0;0
05/06/2022 15:53:12;2225;0;0;0;2500;0;0;0;2725;0;0;0;2675;0;0;0;2350;0;0;0;2375;0;0;0;2200;0;0;0;2500;0;0;0;2275;0;0;0;3000;0;0;0
